begin_file	begin_time	end_time	low_freq	high_freq	usv_type
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	10.274076	11.594076	17750.0	77375.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	11.754076	12.304076	17750.0	77375.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	12.434076	13.124076	17750.0	77375.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	13.294076	14.194076	17750.0	77375.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	14.354076	14.634076	17750.0	77375.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	25.356224	27.016224	17625.0	74125.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	27.176224	28.156224	17625.0	74125.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	28.336224	28.996224	17625.0	74125.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	29.126224	29.926224	17625.0	74125.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	30.106224	31.116224	17625.0	74125.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	31.296224	32.246224	17625.0	74125.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	32.456224	33.516224	17625.0	74125.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	33.736224	34.436224	17625.0	74125.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	39.667336	40.747336	18000.0	73750.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	40.917336	41.627336	18000.0	73750.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	41.797336	42.757336	18000.0	73750.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	42.917336	43.557336	18000.0	73750.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	48.283408	49.833408	17750.0	74000.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	50.023408	51.243408	17750.0	74000.0	22kHz
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_142935_384K_1Ch_a55_r.wav	51.423408	51.953408	17750.0	74000.0	22kHz
