begin_file	begin_time	end_time	low_freq	high_freq
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	14.572	16.236	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	16.368	17.575	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	17.729	18.815	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	18.969	19.939	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	20.088	21.072	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	21.214	22.251	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	22.406	23.598	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	23.763	24.67	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	25.219	26.314	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	26.467	27.375	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	29.955	31.38	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	31.544	32.451	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	32.974	34.067	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	38.9	41.396	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	40.538	41.713	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	41.868	42.714	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	42.859	43.684	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	43.837	44.791	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	49.65	51.044	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	51.218	52.227	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	52.389	53.212	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	54.88	55.778	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	56.497	57.437	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	63.583	64.898	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	65.036	65.936	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	66.111	66.817	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	66.964	67.818	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	69.108	70.319	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	70.491	71.19	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	79.98	81.32	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	81.489	82.265	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_153035_384K_1Ch_a60_r.wav	82.422	83.332	18000	30000
