begin_file	begin_time	end_time	low_freq	high_freq
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_150742_384K_1Ch_a58_r.wav	11.87	12.514	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_150742_384K_1Ch_a58_r.wav	12.718	13.326	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_150742_384K_1Ch_a58_r.wav	13.667	14.207	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_150742_384K_1Ch_a58_r.wav	14.56	15.19	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_150742_384K_1Ch_a58_r.wav	15.527	16.047	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_150742_384K_1Ch_a58_r.wav	24.589	26.153	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_150742_384K_1Ch_a58_r.wav	26.334	27.197	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_150742_384K_1Ch_a58_r.wav	27.381	28.315	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_150742_384K_1Ch_a58_r.wav	28.467	29.335	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_150742_384K_1Ch_a58_r.wav	29.512	30.254	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_150742_384K_1Ch_a58_r.wav	34.897	36.259	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_150742_384K_1Ch_a58_r.wav	36.436	37.526	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_150742_384K_1Ch_a58_r.wav	37.719	38.599	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_150742_384K_1Ch_a58_r.wav	38.768	39.359	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_150742_384K_1Ch_a58_r.wav	39.756	40.461	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_150742_384K_1Ch_a58_r.wav	45.095	46.3	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_150742_384K_1Ch_a58_r.wav	46.491	47.314	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_150742_384K_1Ch_a58_r.wav	47.502	48.292	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_150742_384K_1Ch_a58_r.wav	48.462	49.01	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_150742_384K_1Ch_a58_r.wav	63.27	64.971	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_150742_384K_1Ch_a58_r.wav	65.16	66.127	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_150742_384K_1Ch_a58_r.wav	66.311	67.077	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_150742_384K_1Ch_a58_r.wav	67.257	67.967	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_150742_384K_1Ch_a58_r.wav	68.181	69.148	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_150742_384K_1Ch_a58_r.wav	69.327	69.922	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_150742_384K_1Ch_a58_r.wav	82.13	83.433	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_150742_384K_1Ch_a58_r.wav	83.623	84.239	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_150742_384K_1Ch_a58_r.wav	87.754	89.748	18000	30000
/Users/evana_anis/Desktop/VSCode/USVSEG/rat_distressed/20181026_150742_384K_1Ch_a58_r.wav	89.905	91.46	18000	30000
